Date,EWMA Volatility (σ̂),Volatility Momentum (Δσ̂),Risk–Vol Divergence (R̂−σ̂),Loss–Risk Divergence (L−R̂),Absolute Loss (|L|)
2024-01-16,-0.56187254,-0.018761873,0.046477187,-0.19430234,-0.69523
2024-01-17,-0.71706986,-0.8269365,0.015702046,-0.30105498,0.09065197
2024-01-18,-0.7837049,-2.067238,-0.006811221,-0.46205965,-0.087761775
2024-01-19,-0.90718937,0.21059966,-0.010220063,-0.32825768,-0.03227852
2024-01-22,-0.78420573,-0.2358755,-0.015575613,-0.07575781,-0.30717728
2024-01-23,-0.91956115,-0.6760542,-0.08413947,-0.2880929,-0.67160624
2024-01-24,-0.5387897,-0.7640026,0.102009416,0.26882425,-0.42934498
2024-01-25,-0.43546513,-0.7573461,-0.061738737,-0.04557436,-0.079918295
2024-01-26,-0.8438009,0.054936618,0.16488922,-0.32727855,-0.42621934
2024-01-29,-1.1095126,-0.16257203,-0.15772542,-0.3566928,0.069626935
2024-01-30,0.052484706,-1.8864534,0.3576021,-0.46229216,-0.2897322
2024-01-31,-0.8235614,-0.20722066,0.12976418,0.42511675,-0.060650904
2024-02-01,-0.051054288,0.32780248,0.06373496,-0.4075883,-0.0069173174
2024-02-02,-0.61939734,-0.48003063,-0.18298331,-0.5722029,0.2119912
2024-02-05,-0.57947505,-0.76412195,0.07420084,-0.3832328,-0.78828424
2024-02-06,0.101255044,-0.45547602,0.013900307,-0.1872133,-0.5046932
2024-02-07,-0.5259679,0.10022153,0.009608118,-0.23012486,0.06307332
2024-02-08,-0.6240555,-0.46277353,0.18847032,-0.0014326177,-0.80179876
2024-02-09,-0.43106192,-0.7415224,-0.0053111906,-0.079696104,0.2552704
2024-02-12,-0.8554205,-0.015178755,0.40727362,-0.35362315,-0.22039251
2024-02-13,-0.69679797,0.46223396,0.28639853,-0.05793005,-0.011165757
2024-02-14,-0.7808342,0.45803577,-0.0010711316,-0.4531089,0.0023187457
2024-02-15,-0.45739886,0.063350245,0.025111808,-0.04010237,0.28837457
2024-02-16,-0.51035917,0.08255006,0.1226823,-0.2068192,-0.03911957
2024-02-20,-0.41955957,-0.7147563,0.15806995,-0.30222085,0.1863141
2024-02-21,-0.62096286,-0.7239293,0.07383166,-0.39958248,-0.71784574
2024-02-22,-0.50643265,-0.28222105,-0.1751645,-0.109799445,-0.18135916
2024-02-23,-0.8545194,-0.21899278,0.24879724,0.054367498,-0.6026899
2024-02-26,-0.55824786,-0.09213336,0.5710766,-0.5248228,-0.6191394
2024-02-27,-0.48420915,-0.24325086,0.6591416,-0.33798772,-1.0200902
2024-02-28,-0.3356219,-0.20589784,0.28587356,-0.16123751,-1.0764316
2024-02-29,-0.014007526,-0.10645246,0.94740504,0.092100784,0.035886317
2024-03-01,-0.4182771,-0.15522832,-0.37736428,-0.30009517,-0.020973174
2024-03-04,-0.4915468,-2.0701895,0.30815044,-0.512436,-0.5853773
2024-03-05,-0.50682527,-0.0009144407,0.1333615,-0.31050864,0.09000482
2024-03-06,-0.5711038,0.33296785,0.23170127,0.005020607,0.047819953
2024-03-07,-0.4472021,-0.11221209,-0.03934405,-0.47795618,0.112446606
2024-03-08,-0.45615634,-0.16171026,0.0018657048,-0.1782445,0.16253415
2024-03-11,-0.62185264,0.13929427,0.22535893,-0.38099334,-0.60445017
2024-03-12,-0.41010076,-0.82661235,0.5731125,-0.4313331,-0.13877593
2024-03-13,-0.66779834,-0.8234981,-0.018789563,-0.51179206,-0.3003597
2024-03-14,-0.53224593,0.18290456,0.71457875,-0.3901789,-0.4689321
2024-03-15,-0.5046134,-0.7473148,-0.27244827,-0.18802996,0.17449868
2024-03-18,-0.6605551,-0.15992486,0.03377464,-0.002737808,0.28355998
2024-03-19,-0.6848578,-0.097678244,0.023282079,0.0102361,0.26075998
2024-03-20,-0.70819485,-0.22537027,-0.2367925,-0.2506867,0.13198856
2024-03-21,-0.84791374,-0.48385638,0.08511372,-0.26564264,-0.6219579
2024-03-22,-0.81232774,-0.22032417,-0.02552623,0.06550869,-1.1924282
2024-03-25,-0.9510293,-0.26246688,0.10598495,-0.40568697,-0.7567122
2024-03-26,-0.81701523,-0.17174305,0.66222185,-0.43542948,-0.528188
2024-03-27,-0.49875283,-0.088149175,-0.07878889,-0.29570198,0.07667554
2024-03-28,-0.6660024,0.55285114,0.20282105,0.028158499,-0.555415
2024-04-01,-0.696743,0.20035478,0.08266592,-0.38723376,-0.23566869
2024-04-02,-0.5594505,0.45153832,0.11912824,-0.28218526,-0.057436634
2024-04-03,-1.1868986,0.44218495,0.23725009,-0.01593136,-0.51992875
2024-04-04,-0.56811637,0.06882729,0.030612268,0.148314,0.0797781
2024-04-05,-1.0601411,-0.03375596,0.01584129,-0.4411441,-0.0069944584
2024-04-08,-0.7390757,0.05064178,-0.2120256,-0.3492022,-0.60453105
2024-04-09,-0.94147193,-0.28078014,0.461001,0.05071581,-1.0863183
2024-04-10,-0.7049286,-0.30636787,0.15114617,-0.57715535,0.07221454
2024-04-11,-0.5528358,-0.75623924,-0.119296014,-0.11248163,0.008819466
2024-04-12,-0.6946851,-0.96516085,0.25964373,-0.7736149,0.17177856
2024-04-15,-0.91768134,-0.10699976,0.3998451,-0.47338775,-0.02584209
2024-04-16,-0.47419217,0.052603237,0.785282,-0.5085682,0.01852918
2024-04-17,-0.42250866,-0.598168,-0.19540073,-0.71400154,0.068885565
2024-04-18,0.01322562,-0.4399814,0.5778403,-0.47827548,0.030668154
2024-04-19,-0.50738347,-0.3288562,0.3471019,-0.6142529,0.092012905
2024-04-22,-0.3943268,-0.10011877,0.4322389,-0.2500744,-0.0042055207
2024-04-23,-0.42731103,-0.3065879,0.3848467,-0.42950007,-0.04685999
2024-04-24,-0.51439184,-0.14341551,0.010791374,-0.52763766,-1.1260254
2024-04-25,-0.4452632,0.26776004,-0.26244256,-0.4638943,-0.1264296
2024-04-26,-0.65229934,-0.69223446,-0.3636121,-0.27107614,0.020298423
2024-04-29,-0.71741104,0.20729987,-0.021574069,-0.25620124,-0.6213878
2024-04-30,-0.7276918,-0.31923738,-0.45427585,-0.56136197,-0.59995735
2024-05-01,-0.57831645,-0.44916135,0.61182827,-0.34832752,-0.7570122
2024-05-02,-0.568985,-0.59401506,-0.118626,-0.29804435,-0.058445785
2024-05-03,-0.36548305,-0.57721776,-0.3444881,-0.42846885,-0.15297623
2024-05-06,-0.5055893,-0.021952745,-0.37941465,-0.5331911,-0.081922695
2024-05-07,-0.5326227,-0.16390526,0.25792706,0.067764126,-1.0443316
2024-05-08,-0.5213312,-0.21451591,-1.2229867,-0.522881,-1.0815533
2024-05-09,-0.59838426,0.14455791,0.14367165,0.06071309,0.049661905
2024-05-10,-0.39725778,-0.7151172,0.07537955,0.08906701,-1.0133985
2024-05-13,-0.43815652,-0.28292367,-0.84492815,-0.59569985,-1.1257248
2024-05-14,-0.5731546,-0.2583399,0.007811308,-0.11747807,-0.030070681
2024-05-15,-0.37182394,-0.64772093,0.4698175,-0.63506067,-0.28242394
2024-05-16,-0.5481516,-2.380695,0.35714436,-0.4820576,-0.17541355
2024-05-17,-0.5476286,-0.23560928,0.23584153,0.072137296,-0.69931334
2024-05-20,-0.5745795,-0.24130401,0.29491892,-0.20802349,-0.4831526
2024-05-21,-0.75682443,-0.20102963,0.38551363,-0.27414155,-0.58017904
2024-05-22,-0.9449869,-0.19911008,0.2863042,-0.468256,-0.49850273
2024-05-23,-0.6973674,0.027652582,0.49021685,-0.47110963,0.081941016
2024-05-24,-0.46650967,-0.47610933,-0.13514535,-0.27551657,-0.098525494
2024-05-28,-0.5502769,-0.43625885,-0.1461167,-0.39406085,-0.65833145
2024-05-29,-0.49121752,-0.01045219,-0.27855465,-0.22992116,0.041831266
2024-05-30,-0.557717,-0.06578565,0.06715141,-0.31970203,0.089689024
2024-05-31,-0.5247516,-0.34019145,-0.10132954,-0.12001008,-0.01079431
2024-06-03,-0.7101338,-0.24015537,0.11086135,-0.04336316,-0.65226495
2024-06-04,-0.6803558,-0.5604347,-0.2621147,0.039448693,-1.2053038
2024-06-05,-0.63351554,-0.17208564,-0.1243673,-0.50420976,0.010661253
2024-06-06,-1.1844766,-0.20520347,0.08220433,-0.36086813,-0.76473397
2024-06-07,-0.7254809,0.17984538,-0.10939214,-0.4599938,-0.6749291
2024-06-10,-0.63093,-0.8440907,-0.15074432,-0.31646103,-0.7290727
2024-06-11,-0.7544326,-0.13863754,0.07228539,-0.30336872,-0.5453482
2024-06-12,-1.1076947,-0.09048028,-0.05492473,-0.20709953,0.13634403
2024-06-13,-0.33115253,-0.10480863,0.2720389,-0.30252373,-0.31963244
2024-06-14,-1.1405256,0.25366876,0.22857106,-0.3850548,-0.297859
2024-06-17,-0.20615552,-0.46170923,0.24997973,-0.117016084,0.010647707
2024-06-18,-0.26582664,-0.46954763,0.20292975,-0.33703256,-0.67007035
2024-06-20,-0.31805187,-0.2569921,0.19473146,-0.22436656,-0.73925155
2024-06-21,-0.26192242,-0.22176568,0.24142852,-0.46702614,-1.2137374
2024-06-24,-0.35443404,0.554721,0.3653775,-0.32854298,-0.7360688
2024-06-25,-0.40414137,0.7589238,0.23180687,-0.2721748,-0.36030087
2024-06-26,-0.5543457,-0.45683894,0.20521675,-0.014438245,-1.1106684
2024-06-27,-0.43374273,-1.8710436,0.33178934,-0.1260073,-0.2033372
2024-06-28,-1.0152459,-1.5682238,0.3382617,-0.29881924,-0.34050098
2024-07-01,-0.8398703,-1.637252,0.18081504,-0.43433887,-0.41002688
2024-07-02,-1.2213516,-0.17504406,0.21645764,-0.10860296,0.10431072
2024-07-03,-2.073837,-0.0045566447,0.25132224,-0.06730505,-0.09481576
2024-07-05,-1.5834132,-0.080912285,0.12701586,-0.07151932,-0.17522936
2024-07-08,-1.2784058,-0.29595122,0.2751172,-0.0044226944,-0.12806149
2024-07-09,-1.3102633,-0.7145611,0.17710745,-0.032457173,-0.09517512
2024-07-10,-2.5850432,-0.2571475,-0.12557417,-0.5644381,0.0875776
2024-07-11,-2.4707766,-0.37427533,0.1137051,-0.009650989,0.05454603
2024-07-12,-2.026294,-1.1556624,0.018295413,-0.13805969,-0.19170573
2024-07-15,-1.039865,-0.8325668,-0.059625935,-0.41849044,-0.42671892
2024-07-16,-1.0601565,-0.8910566,-0.08972863,-0.15090027,0.011696416
2024-07-17,-0.81847304,-1.4121745,-0.035234913,-0.41885298,-0.101444006
2024-07-18,-0.9706627,-1.325536,0.013189079,-0.29222375,-0.065881595
2024-07-19,-1.3819325,-0.4292266,0.032999728,-0.59981203,0.0072899675
2024-07-22,-0.84563184,-0.92939925,-0.29260108,-0.61184806,0.046372134
2024-07-23,-0.81100637,-0.83654934,0.03553672,-0.5679664,-1.2325356
2024-07-24,-0.7975385,-0.9663633,0.0376276,-1.1519777,-0.18650907
2024-07-25,-0.70338005,-0.3220923,0.2330759,-0.6395217,-0.1061513
2024-07-26,-0.620329,0.04032682,-0.5077796,-0.5298709,-0.21297348
2024-07-29,-0.5173451,-0.41624856,-0.106386654,0.0381262,-1.1900889
2024-07-30,-0.694348,-0.20504098,-0.37863865,-0.9175258,-0.07700007
2024-07-31,-0.65121716,0.2921838,-0.14813563,-0.566565,-0.43290427
2024-08-01,-0.62696636,-0.3586345,0.28019345,-0.59288186,-0.06034082
2024-08-02,-0.67733616,-0.328388,-0.6207816,-0.91588765,-0.37285066
2024-08-05,-0.81660527,-0.70238465,-0.7410755,-0.9860415,-0.39862207
2024-08-06,-0.86852,-0.5998559,-0.2584874,-0.55667406,-0.14968285
2024-08-07,-0.03764758,0.03564126,-0.7753647,-0.8440874,0.07904894
2024-08-08,0.090747595,0.48304164,-1.0560441,0.12562834,-0.4300867
2024-08-09,0.13908288,0.2567556,-0.65743864,-0.015744004,0.0015426378
2024-08-12,0.105589606,-0.31145635,-1.023783,0.17969729,-1.551598
2024-08-13,0.19549981,0.32291007,-0.9400198,-0.80336446,-0.44340494
2024-08-14,0.027774062,-0.5204726,-0.5396637,-0.035769187,-0.49702287
2024-08-15,0.09875233,0.08915315,-0.9897266,-0.50016254,-0.747929
2024-08-16,0.07861533,0.24106339,-0.42356983,-0.19881184,0.25621343
2024-08-19,0.23916891,-0.3056555,-0.9342022,-0.42915827,-0.048984382
2024-08-20,-0.028360188,-0.2513937,-0.45923755,-0.4545022,0.10970197
2024-08-21,0.018594235,-0.23695287,-0.74045813,0.02089419,-0.13358973
2024-08-22,-0.10110094,-0.6003363,-0.94024324,-0.47228307,0.0895479
2024-08-23,0.26857826,-0.63176876,-0.9115762,-0.19584742,-0.14507174
2024-08-26,-0.087832235,-2.6524272,-0.69948745,-0.58994365,-0.5756739
2024-08-27,0.26800606,-0.55544245,-0.55642563,0.04933452,-0.9131139
2024-08-28,0.11809802,-0.38001588,-0.919223,-0.62636745,0.11719074
2024-08-29,-0.8373473,-0.08417419,-0.56221074,0.21780303,-0.78303033
2024-08-30,-0.9058207,0.14394507,-0.6001945,-0.4619252,-0.12999456
2024-09-03,-0.8534127,-0.75252634,-0.6855122,0.91483825,-0.051424526
2024-09-04,-0.71558005,-2.0794537,0.07251512,-0.45720112,-1.1448753
2024-09-05,0.40312755,0.2566999,0.23177217,0.20313668,-0.6028114
2024-09-06,-0.13738923,0.048405245,0.23556572,0.09235958,-0.11994827
2024-09-09,-0.7963131,0.12866986,-0.1821017,-0.888911,-0.06488499
2024-09-10,0.55613595,-0.32312363,0.0044876724,-0.2370264,-0.011329267
2024-09-11,0.47575837,-0.32692957,-0.12572378,-0.77092093,0.080978505
2024-09-12,0.032045837,-0.16974787,0.043542452,-0.5067179,0.027897056
2024-09-13,-0.025028238,-0.8598819,0.06957923,-0.24527255,-0.046864964
2024-09-16,-0.7141141,0.13472871,0.26078302,-0.1122654,-0.6270266
2024-09-17,-0.7412486,-0.18478455,-0.054228514,-0.28674513,-0.69299805
2024-09-18,-0.8783319,-0.014726629,0.09719178,0.07708948,-0.6925309
2024-09-19,-0.36693773,-0.5976362,-0.25307536,-0.4280686,-0.021572758
2024-09-20,-0.08290342,-2.181062,0.020258185,-0.45955285,-0.31978458
2024-09-23,-0.74787766,-0.13126375,-0.10932646,-0.04763267,-0.48011574
2024-09-24,-0.333759,-0.17634523,-0.07474182,-0.04022238,-0.7291927
2024-09-25,-0.091059685,-0.13016903,-0.01184913,-0.33225095,-0.28286454
2024-09-26,-0.42732143,-0.11221278,-0.08282683,-0.2597894,-0.3416441
2024-09-27,-0.28103727,-0.1117286,0.17944497,-0.067597345,-0.7451519
2024-09-30,-0.27774,-0.62706953,0.07065691,-0.49264413,-0.17788404
2024-10-01,-0.4088067,-0.54729956,0.44497633,-0.20849615,-0.17389955
2024-10-02,-0.41340113,0.023575522,0.20837727,-0.2838339,-0.25636026
2024-10-03,-0.5120647,-0.33116278,0.42229998,-0.32113463,-1.1850628
2024-10-04,-0.49211174,-0.45146498,0.2604388,-0.24150355,0.07782392
2024-10-07,-0.32415304,-0.68853754,0.7512885,-0.2475898,0.052067336
2024-10-08,-0.26103786,-0.07665596,0.6450834,-0.3039222,0.1397031
2024-10-09,-0.21171802,-0.14089796,0.32473546,-0.434843,0.021447403
2024-10-10,-0.3853403,-0.16330329,0.22058846,-0.3378033,-0.15634532
2024-10-11,-0.42975828,-0.8194919,0.18059584,-0.38191268,0.2606854
2024-10-14,-0.31005213,-0.77706933,0.57468724,-0.4897716,0.0853801
2024-10-15,-0.1905555,-0.061725635,0.7972847,-0.2617993,0.12683134
2024-10-16,-0.18481979,-0.3671753,0.63838476,-0.05482454,0.027903216
2024-10-17,-0.15043576,-0.23093352,0.6386834,-0.27363116,-0.3847328
2024-10-18,-0.52466035,-0.050774,0.61793345,-0.08259313,-0.34029236
2024-10-21,-0.6343781,-0.13794991,0.50314325,-0.34731972,-0.84303474
2024-10-22,-0.7587252,-0.09650799,0.6953785,-0.26727378,-0.3030309
2024-10-23,-0.81480646,0.21372883,0.67380583,-0.32896242,0.072678
2024-10-24,-0.5398571,-2.1960406,0.6483262,-0.24269232,-0.26761204
2024-10-25,-0.9481171,0.71626145,0.6990655,-0.2750714,-0.3615665
2024-10-28,-0.5594011,0.26262826,0.7176384,-0.05668665,-0.5710376
2024-10-29,-0.2972507,0.4275188,0.7791682,-0.053651843,-1.2086748
2024-10-30,-0.4901217,0.5726345,0.8386315,-0.0009968476,-0.629116
2024-10-31,-0.6376065,0.6697,0.60226685,0.18666948,-0.06396473
2024-11-01,-0.29549262,-0.72926396,-0.043600217,-0.51829296,-0.113606125
2024-11-04,-0.5791589,-0.33473265,0.53279674,0.07587869,-0.4740297
2024-11-05,-0.5233205,-0.30678597,0.48470086,-0.75094193,0.07497484
2024-11-06,-0.790902,-0.17745343,0.4094703,0.24628283,-0.07435972
2024-11-07,-0.5390281,-0.33874083,0.13374005,-0.4907553,0.105698556
2024-11-08,-0.3047368,-0.30096614,-0.36460784,-0.21344048,-0.9183521
2024-11-11,-0.09244659,-0.60028183,-0.039703928,-0.20239922,-0.83547866
2024-11-12,-0.4186893,-0.37638015,0.1328239,0.060398784,-0.99640465
2024-11-13,-0.3174188,-0.58228874,0.066977955,-0.34997806,-1.1767088
2024-11-14,-0.27878806,-0.44393232,0.42519808,-0.57907754,0.1995054
2024-11-15,-0.27608573,-2.2604737,0.41537663,-0.01727774,-0.102240756
2024-11-18,-0.39346147,-2.3072405,0.22227113,-0.3356624,-0.2967421
2024-11-19,-0.25926158,-0.1368279,0.42811242,-0.20227554,-0.34252223
2024-11-20,-0.30227247,-0.2197857,0.3478836,-0.24492024,-0.71928084
2024-11-21,-0.3747861,-0.23334086,0.25362158,-0.23049879,-0.037488803
2024-11-22,-0.2835379,-0.19866997,0.67985386,-0.0781641,-0.64710146
2024-11-25,-0.28162423,-0.116762884,0.6737569,-0.040406324,-0.69038624
2024-11-26,0.018604508,-2.432172,0.42578325,-0.5246919,0.08197132
2024-11-27,-0.495403,-2.216733,0.6891519,-0.09184811,-0.6056282
2024-11-29,-0.41672057,-2.3236544,0.48347965,-0.5197206,-0.018794917
2024-12-02,-0.7279687,-0.61997354,0.476998,-0.100706495,-0.682394
2024-12-03,-0.84978837,-0.19719665,0.68561375,-0.016008379,-0.26037744
2024-12-04,-0.84488714,0.15245636,0.55461407,-0.4265818,0.28331232
2024-12-05,-0.687609,-0.6099082,0.70926017,-0.3910188,-0.3639451
2024-12-06,-0.28198454,-0.14365102,0.79378116,-0.035045896,-0.69716007
2024-12-09,-0.1376084,-0.5449025,0.78702635,-0.551879,0.16123396
2024-12-10,-0.36032957,-2.127022,0.46569818,-0.1185608,-0.6553634
2024-12-11,-0.41255018,0.25132012,0.53799444,-0.3771525,-0.07816265
2024-12-12,-0.86712426,0.28931886,0.6050846,0.060322933,-0.1328509
2024-12-13,-0.48362666,-0.22441751,0.5700946,-0.31532416,-0.67171586
2024-12-16,-0.9266146,-0.21214259,0.6305402,-0.15582182,-0.62484694
2024-12-17,-0.3106523,-0.17266972,0.44216064,-0.032109972,-0.6318624
2024-12-18,-0.5082675,0.23383991,-0.9324477,-0.043217033,0.02010276
2024-12-19,-0.8538296,-0.13010487,-0.6265689,-0.22195892,-0.42319432
2024-12-20,-0.1692761,-0.14832981,0.03243853,-0.5876685,0.039022375
2024-12-23,-0.32395202,-0.23554024,0.12794217,-0.35758397,0.030851437
2024-12-24,-0.4746516,-0.15509532,0.082444824,-0.57443327,-0.11327815
2024-12-26,-0.2774309,-0.6401369,0.29056844,-0.14341189,-0.64885575
2024-12-27,-0.51021254,-0.49343815,0.14968543,-0.8163068,-0.060063012
2024-12-30,-0.37423775,-0.00069330004,0.5843118,-0.42054468,0.08657386
2024-12-31,-0.33847958,-0.7506805,0.60090077,-0.2930514,-0.011266037
2025-01-02,-0.40804398,-0.79658955,0.53430104,-0.27463478,-0.102797635
2025-01-03,-0.3700982,-0.4450805,0.44201845,-1.0085207,0.01788414
2025-01-06,-0.18676749,-0.04414179,0.421053,-0.3827144,0.07198826
2025-01-07,-0.40383855,0.3218045,0.65488,-0.48741674,-0.06458291
2025-01-08,-0.18144894,-0.11637212,0.38602814,-0.15857323,-1.2021923
2025-01-10,-0.36037076,0.013677746,0.69003123,-0.1919979,-0.2510317
2025-01-13,-0.18144894,-0.121589154,0.32624915,-0.16458714,-1.1992201
2025-01-14,-0.34886193,-0.21546786,0.56980425,-0.16818607,-0.6386148
2025-01-15,-0.37000552,-0.86595404,0.45475793,-0.06054221,0.049658347
2025-01-16,-0.22086033,-0.5029566,0.43714756,-0.2833621,-0.1242906
2025-01-17,-0.29297727,-0.17062898,0.44343713,-0.77284217,0.062158998
2025-01-21,-0.37503505,-0.12141152,0.5350772,-0.781764,0.07925074
2025-01-22,-0.111663185,-0.7444539,0.42199782,-0.28867823,0.20232005
2025-01-23,-0.41222948,0.18410595,0.56599957,-0.3774665,-0.062926605
2025-01-24,-0.36620244,-0.54851145,0.6210918,-0.27394718,-0.41390067
2025-01-27,-0.3074807,0.020530663,0.68014854,-0.30901977,0.16623083
2025-01-28,-0.19388536,-0.0050311107,0.3744911,-0.7710025,0.08521069
2025-01-29,-0.41540232,-0.3879372,0.62551045,-0.30580693,-0.012584718
2025-01-30,-0.41918328,-0.40924886,0.5199236,-0.40409386,-0.074678056
2025-01-31,-0.30889687,-0.12152588,0.64373654,0.1018933,0.00871311
2025-02-03,-0.21723887,-0.0027351882,0.53396696,0.19210957,0.15426838
2025-02-04,-0.30521235,-0.41427284,0.38153926,-0.30705404,0.030035768
2025-02-05,-0.34526393,-0.15932919,0.5367419,-0.32682014,-0.6306606
2025-02-06,-0.38029978,-0.5218722,0.4914187,-0.4195577,-0.5974348
2025-02-07,-0.41461465,-0.52824014,-0.56933546,-0.58104235,0.076600514
2025-02-10,-0.34087658,0.19141586,-0.26217535,-0.20456673,0.0358767
2025-02-11,-0.2922922,-0.19981696,-0.38455024,-0.14164507,-0.46642888
2025-02-12,-0.36020255,-0.1673554,-0.54487056,-0.39796847,-0.55116683
2025-02-13,-0.2597164,-0.5147167,-0.1405882,-0.5143879,0.09181225
2025-02-14,-0.52386963,0.21092863,-0.60958356,-0.22677152,-0.47012687
2025-02-18,-0.29260743,-0.19586305,-0.51671535,-0.24081028,-0.7125132
2025-02-19,-0.58549905,-0.034524847,-0.53421164,-0.23127821,-0.68500155
2025-02-20,-0.5729386,0.4049454,-0.62252545,-0.50705343,-0.036156654
2025-02-21,-0.7444154,0.35056543,-0.33324468,-0.4945111,-0.06750029
2025-02-24,-0.83275634,-0.010894408,-0.38459605,-0.1203071,-0.059938077
2025-02-25,-0.33889043,0.094166934,-0.71164596,-0.5089775,-0.022887174
2025-02-26,-0.2526466,-0.4472439,-0.5448176,-0.18593358,-0.5958205
2025-02-27,-0.2143216,-0.6488827,-0.61013544,-0.49349064,-0.27007732
2025-02-28,-0.42906755,-0.5244563,-0.28403607,0.40408787,-0.17682727
2025-03-03,-0.48127568,-0.87534076,-0.64473146,-0.69483906,-0.106460184
2025-03-04,-0.35396233,-0.4136182,0.48547283,-0.57821906,-0.001136595
2025-03-05,-0.36652622,-0.12789403,0.04780625,-0.56410015,-0.10709032
2025-03-06,-0.80282366,-0.6436205,0.25921616,-0.5467204,-0.07220599
2025-03-07,-0.7387826,-0.26849112,0.17284988,-0.43749997,-0.02106828
2025-03-10,-0.21357186,-0.57522595,0.49629474,-0.958728,-0.083530866
2025-03-11,-0.65041196,-0.749478,-0.61484665,-0.61100894,0.008526212
2025-03-12,0.12299707,-0.21739003,0.2087259,-0.13782243,0.045245048
2025-03-13,0.004302724,-0.24419877,0.135295,-0.8163292,0.0075918287
2025-03-14,0.10940041,-0.41714397,0.38084695,0.05471173,-0.21007778
2025-03-17,0.24705255,-0.22376655,0.3921413,-0.71951103,-0.001209739
2025-03-18,0.14496353,-0.1094781,0.19206244,0.18243542,0.19472507
2025-03-19,0.024432696,0.19439356,0.55050385,0.18631217,0.099514514
2025-03-20,0.12218426,0.4042376,0.65779567,-0.048440985,0.032121632
2025-03-21,0.023865905,-0.70173764,0.573229,-0.41559455,-0.5241648
2025-03-24,0.059841484,-0.8972485,0.33987704,-0.40888214,-0.0052503925
2025-03-25,0.36334825,0.15366067,-0.15566151,-0.25865176,-1.0994521
2025-03-26,0.047478847,-0.20485352,0.6323868,-0.5891558,-0.0069944146
2025-03-27,0.18085894,-0.15560444,0.5268049,-0.10000252,-0.6056366
2025-03-28,0.027916044,-0.0076859426,0.55073696,-0.36865738,-0.13767225
2025-03-31,0.49603516,-0.074310645,-0.07612856,-0.5743812,0.011391749
2025-04-01,0.17897901,-0.5577045,0.59968364,-0.2614057,-0.5821861
2025-04-02,0.18661302,-0.02951905,0.39839154,-0.7250173,0.077235796
2025-04-03,0.22758047,0.008707551,-0.28242806,-0.2989837,-0.46426398
2025-04-04,0.07529084,-0.20014578,-1.0457076,-0.36557934,-0.35652483
2025-04-07,1.1038524,-0.13242427,-0.33814934,-0.3858856,-0.25276995
2025-04-08,-0.29753333,0.27539843,-0.025412908,-0.5806239,-0.58268756
2025-04-09,-0.11740312,0.5895605,-0.25562736,-0.64406693,-0.4629448
2025-04-10,-0.13190603,-0.53362715,0.00014836155,-0.9229647,-0.07019406
2025-04-11,1.4197329,0.5934957,-0.9235832,-0.194962,-0.43849185
2025-04-14,1.8244281,0.6177246,-0.6178945,0.06270463,-0.012760894
2025-04-15,1.9869387,-6.1022583e-05,-0.17264517,-0.58563584,-0.29404616
2025-04-16,1.3744197,0.08714209,-0.6207294,-0.57296467,-0.47290236
2025-04-17,1.732147,0.14606562,-0.35551932,-0.57721907,-1.1143713
2025-04-21,0.8695208,-0.876037,-0.78931445,-0.24791677,-0.53698444
2025-04-22,0.27324113,-3.1997437,-1.190459,-1.0080557,-0.29111046
2025-04-23,0.17489554,-3.427619,-1.185383,-0.621862,-0.4877043
2025-04-24,0.5783724,-0.8978996,-1.1866344,-0.6083291,-0.60026145
2025-04-25,0.98123217,-0.74709827,-0.798528,-0.36281458,-0.10834151
2025-04-28,0.20460775,-0.33820695,-0.11634053,-0.23695631,-0.37612835
2025-04-29,-0.33315447,-0.73623747,-0.14079948,-0.33020416,-0.113419205
2025-04-30,0.09354343,-0.45448565,0.2861795,-0.8163626,-0.8489483
2025-05-01,-0.85916805,-3.231358,-0.17868055,-0.7566392,-0.35414255
2025-05-02,-0.94854325,-3.0879521,-0.43874744,-0.7623024,-0.08591558
2025-05-05,-0.90409714,-1.101035,-0.06816632,-0.5647836,-0.32723773
2025-05-06,-0.8615142,-1.1812916,0.07102405,-0.53622174,-0.36185205
2025-05-07,-0.92790747,-1.5394293,0.028545303,-0.835298,-0.10896974
2025-05-08,-1.048877,-3.4040842,0.30073518,-0.704785,-0.32550365
2025-05-09,-0.59260476,-2.7374258,0.4302497,-0.84878635,-0.27264312
2025-05-12,-0.76051664,-3.0226557,0.260036,-1.1152006,0.061894327
2025-05-13,-0.48818645,-2.0535333,-0.16420268,-0.69325036,-0.4332435
2025-05-14,-0.29293412,-0.30452308,0.4790664,-0.624686,-0.1527869
2025-05-15,-0.45769146,-0.397476,0.5914502,-0.26959896,-0.18682206
2025-05-16,-0.074877255,-0.39762184,0.43692452,-0.33395153,-0.15562928
2025-05-19,-0.21019568,-0.26340815,-0.047587533,-0.56562066,-0.32366878
2025-05-20,-0.1359925,-0.16823617,-0.28335753,-0.16734079,-0.5463351
2025-05-21,0.1938885,-1.6963631,-0.3870998,-0.21613653,-0.46098846
2025-05-22,0.1384975,-1.3743181,-0.1376922,-0.9096673,-0.2000812
2025-05-23,0.34163776,-3.0033348,0.10766024,-0.43566275,-0.14029221
2025-05-27,0.2475824,-3.2723093,0.42296064,-0.55923414,-0.06210686
2025-05-28,0.28974363,-3.0001624,-0.17156808,-0.42955458,-0.16340424
